timestamp,open,high,low,close,volume
2025-07-01 00:00:00,107146.51,107449.25,107026.93,107377.02,253.62802
2025-07-01 01:00:00,107377.03,107540.0,107171.42,107220.0,219.64653
2025-07-01 02:00:00,107220.0,107410.74,107097.87,107101.69,207.06087
2025-07-01 03:00:00,107101.68,107223.0,107070.2,107192.38,293.12458
2025-07-01 04:00:00,107192.39,107203.11,106867.43,106881.6,261.75371
2025-07-01 05:00:00,106881.6,106967.76,106740.0,106932.49,402.48733
2025-07-01 06:00:00,106932.49,106932.49,106758.24,106890.77,167.32269
2025-07-01 07:00:00,106890.77,107178.99,106615.97,107178.99,436.41463
2025-07-01 08:00:00,107178.99,107178.99,106681.52,106710.12,282.35131
2025-07-01 09:00:00,106710.12,106794.09,106500.0,106556.39,389.14535
2025-07-01 10:00:00,106556.39,106633.31,106301.86,106490.42,468.88764
2025-07-01 11:00:00,106490.42,106622.05,106317.17,106605.8,294.43204
2025-07-01 12:00:00,106605.79,106706.05,106365.24,106421.08,284.29339
2025-07-01 13:00:00,106421.07,106885.38,106301.04,106807.42,1241.43566
2025-07-01 14:00:00,106807.43,107179.99,105717.84,105925.0,1572.86174
2025-07-01 15:00:00,105925.01,106200.0,105623.39,105955.18,876.10488
2025-07-01 16:00:00,105955.19,106280.0,105831.5,106082.56,343.73692
2025-07-01 17:00:00,106082.55,106287.95,105909.42,106253.79,279.69821
2025-07-01 18:00:00,106253.8,106269.6,105699.22,105749.68,412.70793
2025-07-01 19:00:00,105749.68,105804.0,105387.68,105398.53,654.75967
2025-07-01 20:00:00,105398.52,105995.44,105250.85,105920.01,431.58675
2025-07-01 21:00:00,105920.01,106100.0,105744.81,105784.13,231.93599
2025-07-01 22:00:00,105784.12,105916.64,105600.0,105613.22,253.7495
2025-07-01 23:00:00,105613.21,105702.39,105361.33,105681.14,246.49903
2025-07-02 00:00:00,105681.13,105781.43,105377.35,105392.3,239.30387
2025-07-02 01:00:00,105392.3,105790.07,105100.19,105720.0,517.94641
2025-07-02 02:00:00,105720.0,105920.11,105525.61,105908.7,333.47913
2025-07-02 03:00:00,105908.71,106216.08,105871.07,106194.7,362.91292
2025-07-02 04:00:00,106194.7,106382.86,106131.55,106382.86,339.23333
2025-07-02 05:00:00,106382.85,106667.57,106292.29,106638.83,395.18675
2025-07-02 06:00:00,106638.83,107014.39,106633.83,107014.38,611.77648
2025-07-02 07:00:00,107014.39,107186.78,106852.83,107080.0,557.31452
2025-07-02 08:00:00,107080.0,107745.0,107080.0,107728.99,802.78861
2025-07-02 09:00:00,107729.0,107799.99,107506.52,107636.16,388.44355
2025-07-02 10:00:00,107636.15,107860.23,107612.67,107848.95,442.3967
2025-07-02 11:00:00,107848.95,107848.96,107338.15,107479.99,514.05194
2025-07-02 12:00:00,107479.98,107479.99,107186.1,107379.92,371.85695
2025-07-02 13:00:00,107379.92,107998.0,107280.0,107768.2,587.51111
2025-07-02 14:00:00,107768.21,108171.8,107659.35,108139.99,937.16142
2025-07-02 15:00:00,108140.0,108759.2,108120.0,108737.74,1330.61173
2025-07-02 16:00:00,108737.75,109646.45,108650.97,109413.02,2695.11586
2025-07-02 17:00:00,109413.01,109730.0,108834.3,109129.67,1117.75624
2025-07-02 18:00:00,109129.68,109538.89,108989.9,109538.88,522.88486
2025-07-02 19:00:00,109538.88,109681.81,109293.9,109676.14,1320.35211
2025-07-02 20:00:00,109676.14,109676.14,109128.72,109136.3,575.18566
2025-07-02 21:00:00,109136.31,109542.31,109130.01,109441.8,1281.72086
2025-07-02 22:00:00,109441.79,109498.91,109100.57,109142.0,673.30761
2025-07-02 23:00:00,109142.0,109170.42,108720.0,108849.6,773.5973
2025-07-03 00:00:00,108849.59,109115.03,108715.56,108915.0,494.29688
2025-07-03 01:00:00,108915.0,109111.0,108807.43,108975.97,383.5858
2025-07-03 02:00:00,108975.96,108975.97,108530.4,108721.52,335.42231
2025-07-03 03:00:00,108721.52,108820.0,108620.25,108628.21,226.69063
2025-07-03 04:00:00,108628.2,109000.01,108566.14,108790.0,293.13317
2025-07-03 05:00:00,108790.0,109381.12,108790.0,109340.37,452.51528
2025-07-03 06:00:00,109340.37,109548.0,109237.85,109478.94,372.89912
2025-07-03 07:00:00,109478.95,109478.95,109146.2,109280.0,442.04211
2025-07-03 08:00:00,109279.99,109580.0,109279.99,109377.57,557.97387
2025-07-03 09:00:00,109377.57,110273.21,109377.57,109942.2,1791.81347
2025-07-03 10:00:00,109942.19,110000.0,109628.08,109839.37,644.21123
2025-07-03 11:00:00,109839.38,109839.38,109584.61,109599.19,255.55023
2025-07-03 12:00:00,109599.18,109916.0,108749.99,109167.99,1102.71213
2025-07-03 13:00:00,109168.0,110529.18,109133.3,110255.63,1445.48707
2025-07-03 14:00:00,110255.64,110499.6,109560.0,109718.57,999.03383
2025-07-03 15:00:00,109718.57,109833.3,109107.0,109127.84,654.49287
2025-07-03 16:00:00,109127.85,109683.19,109020.8,109288.46,584.75038
2025-07-03 17:00:00,109288.47,109655.7,109278.41,109556.0,410.71077
2025-07-03 18:00:00,109556.0,109721.51,109332.1,109678.75,284.97474
2025-07-03 19:00:00,109678.75,109910.1,109638.01,109803.41,408.00794
2025-07-03 20:00:00,109803.41,109947.11,109772.37,109947.11,187.94195
2025-07-03 21:00:00,109947.1,110000.0,109687.59,109788.0,261.66349
2025-07-03 22:00:00,109787.99,109874.69,109650.94,109699.17,195.2012
2025-07-03 23:00:00,109699.17,109820.0,109510.0,109584.78,261.97178
2025-07-04 00:00:00,109584.77,109708.04,109384.38,109478.94,234.7478
2025-07-04 01:00:00,109478.94,109767.59,109445.86,109500.01,208.55945
2025-07-04 02:00:00,109500.01,109500.01,109103.71,109180.54,302.6227
2025-07-04 03:00:00,109180.54,109373.08,109119.23,109235.57,256.79241
2025-07-04 04:00:00,109235.58,109329.6,108950.0,108982.59,364.1263
2025-07-04 05:00:00,108982.59,109204.08,108921.0,109012.0,345.38756
2025-07-04 06:00:00,109012.0,109028.98,108804.0,109025.99,279.91071
2025-07-04 07:00:00,109026.0,109144.33,108700.0,108700.0,619.63648
2025-07-04 08:00:00,108700.0,108892.0,108518.83,108763.28,397.51798
2025-07-04 09:00:00,108763.29,109070.0,108763.28,108997.59,290.69348
2025-07-04 10:00:00,108997.6,109067.06,108865.38,108899.74,212.83251
2025-07-04 11:00:00,108899.73,109111.0,108856.0,108888.0,185.34724
2025-07-04 12:00:00,108888.0,108978.64,108611.53,108731.79,244.5987
2025-07-04 13:00:00,108731.8,108856.49,107970.22,107970.23,953.81709
2025-07-04 14:00:00,107970.22,108110.75,107505.0,107810.0,1361.9337
2025-07-04 15:00:00,107809.99,107939.03,107573.28,107573.29,1055.73997
2025-07-04 16:00:00,107573.29,107750.01,107333.33,107636.98,1414.5159
2025-07-04 17:00:00,107636.99,107922.5,107632.0,107875.37,364.43679
2025-07-04 18:00:00,107875.37,107875.37,107489.23,107489.23,990.63968
2025-07-04 19:00:00,107489.23,107637.84,107245.0,107469.23,662.11075
2025-07-04 20:00:00,107469.22,107813.04,107440.63,107692.01,228.63195
2025-07-04 21:00:00,107692.01,107941.99,107689.91,107911.2,255.84136
2025-07-04 22:00:00,107911.19,108279.33,107886.84,108254.95,374.4163
2025-07-04 23:00:00,108254.95,108254.96,107958.0,107984.24,189.00934
2025-07-05 00:00:00,107984.25,108224.56,107955.07,108196.01,182.76266
2025-07-05 01:00:00,108196.0,108196.01,107894.61,107981.13,148.43092
2025-07-05 02:00:00,107981.14,108095.59,107756.31,108067.87,246.24667
2025-07-05 03:00:00,108067.88,108259.99,108067.87,108154.72,189.1976
